"","titles","date","location","wage","skills","query"
"567","Principal Data Engineer - Big Data"," 10/17/2019","New York, NY","Compensation Unspecified","SPARK","Data Engineer"
"568","Principal Data Engineer - Big Data"," 10/17/2019","New York, NY","Compensation Unspecified","EMR","Data Engineer"
"569","Principal Data Engineer - Big Data"," 10/17/2019","New York, NY","Compensation Unspecified","Hadoop","Data Engineer"
"570","Principal Data Engineer - Big Data"," 10/17/2019","New York, NY","Compensation Unspecified","Data Lakes","Data Engineer"
"571","Principal Data Engineer - Big Data"," 10/17/2019","Chicago, IL","Compensation Unspecified","Big Data","Data Engineer"
"572","Principal Data Engineer - Big Data"," 10/17/2019","Chicago, IL","Compensation Unspecified","SPARK","Data Engineer"
"573","Principal Data Engineer - Big Data"," 10/17/2019","Chicago, IL","Compensation Unspecified","EMR","Data Engineer"
"574","Principal Data Engineer - Big Data"," 10/17/2019","Chicago, IL","Compensation Unspecified","Hadoop","Data Engineer"
"575","Principal Data Engineer - Big Data"," 10/17/2019","Chicago, IL","Compensation Unspecified","Data Lakes","Data Engineer"
"576","Principal Data Engineer - Big Data"," 10/17/2019","Austin, TX","Compensation Unspecified","Big Data","Data Engineer"
"577","Principal Data Engineer - Big Data"," 10/17/2019","Austin, TX","Compensation Unspecified","SPARK","Data Engineer"
"578","Principal Data Engineer - Big Data"," 10/17/2019","Austin, TX","Compensation Unspecified","EMR","Data Engineer"
"579","Principal Data Engineer - Big Data"," 10/17/2019","Austin, TX","Compensation Unspecified","Hadoop","Data Engineer"
"580","Principal Data Engineer - Big Data"," 10/17/2019","Austin, TX","Compensation Unspecified","Data Lakes","Data Engineer"
"581","Software Engineer I/II - Data Engineer"," 10/09/2019","Salt Lake City, UT","Compensation Unspecified","Cloud Hosted Solutions","Data Engineer"
"582","Software Engineer I/II - Data Engineer"," 10/09/2019","Salt Lake City, UT","Compensation Unspecified","Software Development","Data Engineer"
"583","Software Engineer I/II - Data Engineer"," 10/09/2019","Salt Lake City, UT","Compensation Unspecified","IT","Data Engineer"
"584","Software Engineer I/II - Data Engineer"," 10/09/2019","Salt Lake City, UT","Compensation Unspecified","Programming","Data Engineer"
"585","Software Engineer I/II - Data Engineer"," 10/09/2019","Salt Lake City, UT","Compensation Unspecified","SAP","Data Engineer"
"586","Big Data Engineer - ETL/SQL"," 10/10/2019","Sacramento, CA","Compensation Unspecified","ETL","Data Engineer"
"587","Big Data Engineer - ETL/SQL"," 10/10/2019","Sacramento, CA","Compensation Unspecified","SQL","Data Engineer"
"588","Big Data Engineer - ETL/SQL"," 10/10/2019","Sacramento, CA","Compensation Unspecified","Hive","Data Engineer"
"589","Big Data Engineer - ETL/SQL"," 10/10/2019","Sacramento, CA","Compensation Unspecified","Airflow","Data Engineer"
"590","Big Data Engineer - ETL/SQL"," 10/10/2019","Sacramento, CA","Compensation Unspecified","Ansible","Data Engineer"
"591","Data Engineer - Insurance/Healthcare"," 10/18/2019","Cambridge, MA","Compensation Unspecified","Python","Data Engineer"
"592","Data Engineer - Insurance/Healthcare"," 10/18/2019","Cambridge, MA","Compensation Unspecified","Machine Learning","Data Engineer"
"593","Data Engineer - Insurance/Healthcare"," 10/18/2019","Cambridge, MA","Compensation Unspecified","SQL","Data Engineer"
"594","Data Engineer - Insurance/Healthcare"," 10/18/2019","Cambridge, MA","Compensation Unspecified","AI","Data Engineer"
"595","Data Engineer - Insurance/Healthcare"," 10/18/2019","Cambridge, MA","Compensation Unspecified","Insurance","Data Engineer"
"596","Senior Big Data Engineer - Fintech"," 10/11/2019","New York City, NY","Compensation Unspecified","Python","Data Engineer"
"597","Senior Big Data Engineer - Fintech"," 10/11/2019","New York City, NY","Compensation Unspecified","Java","Data Engineer"
"598","Senior Big Data Engineer - Fintech"," 10/11/2019","New York City, NY","Compensation Unspecified","Scala","Data Engineer"
"599","Senior Data Center Engineer (work-from-home up to 60%)"," 09/26/2019","Plymouth Meeting, PA","Full-time $100k - $140k","Data Center Design/Architecture/Infrastructure","Data Engineer"
"600","Senior Data Center Engineer (work-from-home up to 60%)"," 09/26/2019","Plymouth Meeting, PA","Full-time $100k - $140k","Data Center Implementations","Data Engineer"
"601","Senior Data Center Engineer (work-from-home up to 60%)"," 09/26/2019","Plymouth Meeting, PA","Full-time $100k - $140k","Data Migrations","Data Engineer"
"602","Senior Data Center Engineer (work-from-home up to 60%)"," 09/26/2019","Plymouth Meeting, PA","Full-time $100k - $140k","Disaster Recovery","Data Engineer"
"603","Senior Data Center Engineer (work-from-home up to 60%)"," 09/26/2019","Plymouth Meeting, PA","Full-time $100k - $140k","Hybrid Cloud","Data Engineer"
"604","Data Science Developer - Data Protection/Info Management Leader"," 09/17/2019","Tinton Falls, NJ","Full-time $90k - $110k","Machine Learning Techniques/Algorithms","Data Engineer"
"605","Data Science Developer - Data Protection/Info Management Leader"," 09/17/2019","Tinton Falls, NJ","Full-time $90k - $110k","k-NN/Naive Bayes/SVM/Decision Forests","Data Engineer"
"606","Data Science Developer - Data Protection/Info Management Leader"," 09/17/2019","Tinton Falls, NJ","Full-time $90k - $110k","SQL","Data Engineer"
"607","Data Science Developer - Data Protection/Info Management Leader"," 09/17/2019","Tinton Falls, NJ","Full-time $90k - $110k","Data Visualization","Data Engineer"
"608","Data Science Developer - Data Protection/Info Management Leader"," 09/17/2019","Tinton Falls, NJ","Full-time $90k - $110k","Python expertise","Data Engineer"
"609","Software Engineer (Big Data) - TS/SCI With CI Poly"," 08/09/2019","Fort Meade, MD","Full-time $120k - $160k","SharePoint","Data Engineer"
"610","Software Engineer (Big Data) - TS/SCI With CI Poly"," 08/09/2019","Fort Meade, MD","Full-time $120k - $160k","TS/SCI With CI Poly","Data Engineer"
"611","Software Engineer (Big Data) - TS/SCI With CI Poly"," 08/09/2019","Fort Meade, MD","Full-time $120k - $160k","HTML","Data Engineer"
"612","Software Engineer (Big Data) - TS/SCI With CI Poly"," 08/09/2019","Fort Meade, MD","Full-time $120k - $160k","CSS","Data Engineer"
"613","Software Engineer (Big Data) - TS/SCI With CI Poly"," 08/09/2019","Fort Meade, MD","Full-time $120k - $160k","JavaScript","Data Engineer"
"614","Big Data Developer - TS/SCI With CI Poly"," 09/23/2019","Fort Meade, MD","Full-time $120k - $160k","SharePoint","Data Engineer"
"615","Big Data Developer - TS/SCI With CI Poly"," 09/23/2019","Fort Meade, MD","Full-time $120k - $160k","TS/SCI With CI Poly","Data Engineer"
"616","Big Data Developer - TS/SCI With CI Poly"," 09/23/2019","Fort Meade, MD","Full-time $120k - $160k","HTML","Data Engineer"
"617","Big Data Developer - TS/SCI With CI Poly"," 09/23/2019","Fort Meade, MD","Full-time $120k - $160k","CSS","Data Engineer"
"618","Big Data Developer - TS/SCI With CI Poly"," 09/23/2019","Fort Meade, MD","Full-time $120k - $160k","JavaScript","Data Engineer"
"619","Senior Data ETL Engineer - Remote"," 10/16/2019","Collingswood, NJ","Full-time $140k - $175k","SQL","Data Engineer"
"620","Senior Data ETL Engineer - Remote"," 10/16/2019","Collingswood, NJ","Full-time $140k - $175k","AWS","Data Engineer"
"621","Senior Data ETL Engineer - Remote"," 10/16/2019","Collingswood, NJ","Full-time $140k - $175k","ETL","Data Engineer"
"622","Data Network Engineer - Open to relocation"," 10/15/2019","Missoula, MT","Full-time $65k - $85k","QoS","Data Engineer"
"623","Data Network Engineer - Open to relocation"," 10/15/2019","Missoula, MT","Full-time $65k - $85k","DSL","Data Engineer"
"624","Data Network Engineer - Open to relocation"," 10/15/2019","Missoula, MT","Full-time $65k - $85k","MPLS","Data Engineer"
"625","Data Network Engineer - Open to relocation"," 10/15/2019","Missoula, MT","Full-time $65k - $85k","Voip","Data Engineer"
"626","Data Network Engineer - Open to relocation"," 10/15/2019","Missoula, MT","Full-time $65k - $85k","VPN","Data Engineer"
"627","Senior Data ETL Engineer"," 08/14/2019","Collingswood, NJ","Full-time $140k - $175k","SQL","Data Engineer"
"628","Senior Data ETL Engineer"," 08/14/2019","Collingswood, NJ","Full-time $140k - $175k","AWS","Data Engineer"
"629","Senior Data ETL Engineer"," 08/14/2019","Collingswood, NJ","Full-time $140k - $175k","ETL","Data Engineer"
"630","Software Developer - Big Data"," 08/15/2019","Austin, TX","Compensation Unspecified","Big Data","Data Engineer"
"631","Software Developer - Big Data"," 08/15/2019","Austin, TX","Compensation Unspecified","Data Ingestion","Data Engineer"
"632","Software Developer - Big Data"," 08/15/2019","Austin, TX","Compensation Unspecified","Data Transformation","Data Engineer"
"633","Senior Lead Data Platform Engineer-Exciting Robotics Company"," 05/16/2019","San Francisco, CA","Full-time $150k - $275k","Data Platform Engineering","Data Engineer"
"634","Senior Lead Data Platform Engineer-Exciting Robotics Company"," 05/16/2019","San Francisco, CA","Full-time $150k - $275k","Large Scale Data Storages","Data Engineer"
"635","Senior Lead Data Platform Engineer-Exciting Robotics Company"," 05/16/2019","San Francisco, CA","Full-time $150k - $275k","Python","Data Engineer"
"636","Senior Lead Data Platform Engineer-Exciting Robotics Company"," 05/16/2019","San Francisco, CA","Full-time $150k - $275k","Machine Learning","Data Engineer"
"637","Senior Lead Data Platform Engineer-Exciting Robotics Company"," 05/16/2019","San Francisco, CA","Full-time $150k - $275k","Data Serialization (Protocol Buffers/Avro/Thrift","Data Engineer"
"638","Data Engineer - Hadoop, SPARK, Scala"," 10/16/2019","Chicago, IL","Full-time $120k - $175k","Hadoop","Data Engineer"
"639","Data Engineer - Hadoop, SPARK, Scala"," 10/16/2019","Chicago, IL","Full-time $120k - $175k","SPARK","Data Engineer"
"640","Data Engineer - Hadoop, SPARK, Scala"," 10/16/2019","Chicago, IL","Full-time $120k - $175k","Scala","Data Engineer"
"641","Data Engineer - Hadoop, SPARK, Scala"," 10/16/2019","Chicago, IL","Full-time $120k - $175k","NoSQL","Data Engineer"
"642","Data Engineer - Hadoop, SPARK, Scala"," 10/16/2019","Chicago, IL","Full-time $120k - $175k","Java","Data Engineer"
"643","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Engineer","Data Engineer"
"644","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Industrial Engineer","Data Engineer"
"645","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Manufacturing","Data Engineer"
"646","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Electrical Engineering","Data Engineer"
"647","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Engineering","Data Engineer"
"648","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Engineer","Data Engineer"
"649","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Industrial Engineer","Data Engineer"
"650","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Manufacturing","Data Engineer"
"651","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Electrical Engineering","Data Engineer"
"652","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Engineering","Data Engineer"
"653","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Engineer","Data Engineer"
"654","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Industrial Engineer","Data Engineer"
"655","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Manufacturing","Data Engineer"
"656","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Electrical Engineering","Data Engineer"
"657","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Engineering","Data Engineer"
"658","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Engineer","Data Engineer"
"659","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Industrial Engineer","Data Engineer"
"660","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Manufacturing","Data Engineer"
"661","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Electrical Engineering","Data Engineer"
"662","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Engineering","Data Engineer"
"663","BI Applications Developer - Info Management/Date Protection"," 09/18/2019","Tinton Falls, NJ","Full-time $90k - $110k","Microsoft Azure Suite","Data Engineer"
"664","BI Applications Developer - Info Management/Date Protection"," 09/18/2019","Tinton Falls, NJ","Full-time $90k - $110k","Model Deployment","Data Engineer"
"665","BI Applications Developer - Info Management/Date Protection"," 09/18/2019","Tinton Falls, NJ","Full-time $90k - $110k","Data Management Process design/develop/test","Data Engineer"
"666","BI Applications Developer - Info Management/Date Protection"," 09/18/2019","Tinton Falls, NJ","Full-time $90k - $110k","Data Stores/Warehouses/Marts","Data Engineer"
"667","BI Applications Developer - Info Management/Date Protection"," 09/18/2019","Tinton Falls, NJ","Full-time $90k - $110k","Supporting Database reporting/BI/analytics","Data Engineer"
"668","Electrical Engineer"," 10/17/2019","Jefferson, GA","Compensation Unspecified","Electrical Engineer","Data Engineer"
"669","Electrical Engineer"," 10/17/2019","Jefferson, GA","Compensation Unspecified","Cisco","Data Engineer"
"670","Electrical Engineer"," 10/17/2019","Jefferson, GA","Compensation Unspecified","Communication Engineering","Data Engineer"
"671","Electrical Engineer"," 10/17/2019","Jefferson, GA","Compensation Unspecified","fiber optic","Data Engineer"
"672","Electrical Engineer"," 10/17/2019","Jefferson, GA","Compensation Unspecified","SCADA","Data Engineer"
"673","Data Software Engineer- Data Products"," 09/24/2019","New York, NY","Compensation Unspecified","Python","Data Engineer"
"674","Data Software Engineer- Data Products"," 09/24/2019","New York, NY","Compensation Unspecified","Pandas/NumPy/Excel","Data Engineer"
"675","Data Software Engineer- Data Products"," 09/24/2019","New York, NY","Compensation Unspecified","RESTful API","Data Engineer"
"676","Data Software Engineer- Data Products"," 09/24/2019","New York, NY","Compensation Unspecified","PostgreSQL","Data Engineer"
"677","Data Software Engineer- Data Products"," 09/24/2019","New York, NY","Compensation Unspecified","MySQL","Data Engineer"
"678","Data Analytics Software Engineer - Hadoop, Python, Big Data, AWS"," 03/08/2019","Irvine, CA","Full-time $80k - $130k","Python","Data Engineer"
"679","Data Analytics Software Engineer - Hadoop, Python, Big Data, AWS"," 03/08/2019","Irvine, CA","Full-time $80k - $130k","AWS","Data Engineer"
"680","Data Analytics Software Engineer - Hadoop, Python, Big Data, AWS"," 03/08/2019","Irvine, CA","Full-time $80k - $130k","PHP","Data Engineer"
"681","Data Analytics Software Engineer - Hadoop, Python, Big Data, AWS"," 03/08/2019","Irvine, CA","Full-time $80k - $130k","Hadoop","Data Engineer"
"682","Data Analytics Software Engineer - Hadoop, Python, Big Data, AWS"," 03/08/2019","Irvine, CA","Full-time $80k - $130k","Cassandra","Data Engineer"
"683","JAVA UI Developer - Technology that drives investments"," 08/08/2018","Irvine, CA","Full-time $95k - $150k","Java","Data Engineer"
